LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
B1Y-1-1-R-0-0-0,112,48,50,0,0,0,B1-1,Y,R,1,WARREN,A,1
B1Y-1-1-R-0-0-52,112,48,50,0,0,52,B1-1,Y,R,1,WARREN,A,2
B1Y-1-1-R-0-0-104,112,48,50,0,0,104,B1-1,Y,R,1,WARREN,A,3
B1Y-1-1-R-0-0-156,112,48,50,0,0,156,B1-1,Y,R,1,WARREN,A,4
B1Y-1-1-R-0-0-208,112,48,50,0,0,208,B1-1,Y,R,1,WARREN,A,5
B1Y-1-1-R-90-0-0,112,48,50,118,0,0,B1-1,Y,R,1,WARREN,A,1
B1Y-1-1-R-90-0-52,112,48,50,118,0,52,B1-1,Y,R,1,WARREN,A,2
B1Y-1-1-R-90-0-104,112,48,50,118,0,104,B1-1,Y,R,1,WARREN,A,3
B1Y-1-1-R-90-0-156,112,48,50,118,0,156,B1-1,Y,R,1,WARREN,A,4
B1Y-1-1-R-90-0-208,112,48,50,118,0,208,B1-1,Y,R,1,WARREN,A,5
B1-1-R-180-0-0,48,112,50,206,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-180-0-52,48,112,50,206,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-180-0-104,48,112,50,206,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-180-0-156,48,112,50,206,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-180-0-178,48,112,50,206,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-230-0-0,48,112,50,256,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-230-0-52,48,112,50,256,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-230-0-104,48,112,50,256,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-230-0-156,48,112,50,256,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-230-0-178,48,112,50,256,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-308-0-0,48,112,50,308,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-308-0-52,48,112,50,308,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-308-0-104,48,112,50,308,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-308-0-156,48,112,50,308,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-308-0-178,48,112,50,308,50,178,B1,X,L,1,WARREN,A,5
B1-1-4-1,48,112,50,360,50,-30,B1,X,L,1,WARREN,A,1
B1-1-4-2,48,112,50,360,50,22,B1,X,L,1,WARREN,A,2
B1-1-4-3,48,112,50,360,50,74,B1,X,L,1,WARREN,A,3
B1-1-4-4,48,112,50,360,50,126,B1,X,L,1,WARREN,A,4
B1-1-4-5,48,112,50,360,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-360-0-0,48,112,50,412,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-360-0-52,48,112,50,412,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-360-0-104,48,112,50,412,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-360-0-156,48,112,50,412,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-360-0-178,48,112,50,412,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-412-0-0,48,112,50,464,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-412-0-52,48,112,50,464,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-412-0-104,48,112,50,464,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-412-0-156,48,112,50,464,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-412-0-178,48,112,50,464,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-464-0-0,48,112,50,516,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-464-0-52,48,112,50,516,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-464-0-104,48,112,50,516,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-464-0-156,48,112,50,516,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-464-0-178,48,112,50,516,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-m50-0-0,48,112,50,-140,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-m50-0-52,48,112,50,-140,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-m50-0-104,48,112,50,-140,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-m50-0-156,48,112,50,-140,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-m50-0-178,48,112,50,-140,50,178,B1,X,L,1,WARREN,A,5
B1-1-R-m50-50-0,48,112,50,-90,50,-30,B1,X,L,1,WARREN,A,1
B1-1-R-m50-50-52,48,112,50,-90,50,22,B1,X,L,1,WARREN,A,2
B1-1-R-m50-50-104,48,112,50,-90,50,74,B1,X,L,1,WARREN,A,3
B1-1-R-m50-50-156,48,112,50,-90,50,126,B1,X,L,1,WARREN,A,4
B1-1-R-m50-50-178,48,112,50,-90,50,178,B1,X,L,1,WARREN,A,5
B2-1-1-1,48,112,50,206,170,-30,B1,X,L,1,WARREN,A,1
B2-1-1-2,48,112,50,206,170,22,B1,X,L,1,WARREN,A,2
B2-1-1-3,48,112,50,206,170,74,B1,X,L,1,WARREN,A,3
B2-1-1-4,48,112,50,206,170,126,B1,X,L,1,WARREN,A,4
B2-1-1-5,48,112,50,206,170,178,B1,X,L,1,WARREN,A,5
B2-1-2-1,48,112,50,256,170,-30,B1,X,L,1,WARREN,A,1
B2-1-2-2,48,112,50,256,170,22,B1,X,L,1,WARREN,A,2
B2-1-2-3,48,112,50,256,170,74,B1,X,L,1,WARREN,A,3
B2-1-2-4,48,112,50,256,170,126,B1,X,L,1,WARREN,A,4
B2-1-2-5,48,112,50,256,170,178,B1,X,L,1,WARREN,A,5
B2-1-3-1,48,112,50,308,170,-30,B1,X,L,1,WARREN,A,1
B2-1-3-2,48,112,50,308,170,22,B1,X,L,1,WARREN,A,2
B2-1-3-3,48,112,50,308,170,74,B1,X,L,1,WARREN,A,3
B2-1-3-4,48,112,50,308,170,126,B1,X,L,1,WARREN,A,4
B2-1-3-5,48,112,50,308,170,178,B1,X,L,1,WARREN,A,5
B2-1-4-1,48,112,50,360,170,-30,B1,X,L,1,WARREN,A,1
B2-1-4-2,48,112,50,360,170,22,B1,X,L,1,WARREN,A,2
B2-1-4-3,48,112,50,360,170,74,B1,X,L,1,WARREN,A,3
B2-1-4-4,48,112,50,360,170,126,B1,X,L,1,WARREN,A,4
B2-1-4-5,48,112,50,360,170,178,B1,X,L,1,WARREN,A,5
B2-1-1,48,112,50,412,170,-30,B1,X,L,1,WARREN,A,1
B2-1-2,48,112,50,412,170,22,B1,X,L,1,WARREN,A,2
B2-1-3,48,112,50,412,170,74,B1,X,L,1,WARREN,A,3
B2-1-4,48,112,50,412,170,126,B1,X,L,1,WARREN,A,4
B2-1-5,48,112,50,412,170,178,B1,X,L,1,WARREN,A,5
B2-2-1,48,112,50,464,170,-30,B1,X,L,1,WARREN,A,1
B2-2-2,48,112,50,464,170,22,B1,X,L,1,WARREN,A,2
B2-2-3,48,112,50,464,170,74,B1,X,L,1,WARREN,A,3
B2-2-4,48,112,50,464,170,126,B1,X,L,1,WARREN,A,4
B2-2-5,48,112,50,464,170,178,B1,X,L,1,WARREN,A,5
B2-3-1,48,112,50,516,170,-30,B1,X,L,1,WARREN,A,1
B2-3-2,48,112,50,516,170,22,B1,X,L,1,WARREN,A,2
B2-3-3,48,112,50,516,170,74,B1,X,L,1,WARREN,A,3
B2-3-4,48,112,50,516,170,126,B1,X,L,1,WARREN,A,4
B2-3-5,48,112,50,516,170,178,B1,X,L,1,WARREN,A,5
B3-1-1-1,48,112,50,206,290,-30,B1,X,L,1,WARREN,A,1
B3-1-1-2,48,112,50,206,290,22,B1,X,L,1,WARREN,A,2
B3-1-1-3,48,112,50,206,290,74,B1,X,L,1,WARREN,A,3
B3-1-1-4,48,112,50,206,290,126,B1,X,L,1,WARREN,A,4
B3-1-1-5,48,112,50,206,290,178,B1,X,L,1,WARREN,A,5
B3-1-2-1,48,112,50,256,290,-30,B1,X,L,1,WARREN,A,1
B3-1-2-2,48,112,50,256,290,22,B1,X,L,1,WARREN,A,2
B3-1-2-3,48,112,50,256,290,74,B1,X,L,1,WARREN,A,3
B3-1-2-4,48,112,50,256,290,126,B1,X,L,1,WARREN,A,4
B3-1-2-5,48,112,50,256,290,178,B1,X,L,1,WARREN,A,5
B3-1-3-1,48,112,50,308,290,-30,B1,X,L,1,WARREN,A,1
B3-1-3-2,48,112,50,308,290,22,B1,X,L,1,WARREN,A,2
B3-1-3-3,48,112,50,308,290,74,B1,X,L,1,WARREN,A,3
B3-1-3-4,48,112,50,308,290,126,B1,X,L,1,WARREN,A,4
B3-1-3-5,48,112,50,308,290,178,B1,X,L,1,WARREN,A,5
B3-1-4-1,48,112,50,360,290,-30,B1,X,L,1,WARREN,A,1
B3-1-4-2,48,112,50,360,290,22,B1,X,L,1,WARREN,A,2
B3-1-4-3,48,112,50,360,290,74,B1,X,L,1,WARREN,A,3
B3-1-4-4,48,112,50,360,290,126,B1,X,L,1,WARREN,A,4
B3-1-4-5,48,112,50,360,290,178,B1,X,L,1,WARREN,A,5
B3-1-1,48,112,50,412,290,-30,B1,X,L,1,WARREN,A,1
B3-1-2,48,112,50,412,290,22,B1,X,L,1,WARREN,A,2
B3-1-3,48,112,50,412,290,74,B1,X,L,1,WARREN,A,3
B3-1-4,48,112,50,412,290,126,B1,X,L,1,WARREN,A,4
B3-1-5,48,112,50,412,290,178,B1,X,L,1,WARREN,A,5
B3-2-1,48,112,50,464,290,-30,B1,X,L,1,WARREN,A,1
B3-2-2,48,112,50,464,290,22,B1,X,L,1,WARREN,A,2
B3-2-3,48,112,50,464,290,74,B1,X,L,1,WARREN,A,3
B3-2-4,48,112,50,464,290,126,B1,X,L,1,WARREN,A,4
B3-2-5,48,112,50,464,290,178,B1,X,L,1,WARREN,A,5
B3-3-1,48,112,50,516,290,-30,B1,X,L,1,WARREN,A,1
B3-3-2,48,112,50,516,290,22,B1,X,L,1,WARREN,A,2
B3-3-3,48,112,50,516,290,74,B1,X,L,1,WARREN,A,3
B3-3-4,48,112,50,516,290,126,B1,X,L,1,WARREN,A,4
B3-3-5,48,112,50,516,290,178,B1,X,L,1,WARREN,A,5
B4-1-1-1,48,112,50,206,410,-30,B1,X,L,1,WARREN,A,1
B4-1-1-2,48,112,50,206,410,22,B1,X,L,1,WARREN,A,2
B4-1-1-3,48,112,50,206,410,74,B1,X,L,1,WARREN,A,3
B4-1-1-4,48,112,50,206,410,126,B1,X,L,1,WARREN,A,4
B4-1-1-5,48,112,50,206,410,178,B1,X,L,1,WARREN,A,5
B4-1-2-1,48,112,50,256,410,-30,B1,X,L,1,WARREN,A,1
B4-1-2-2,48,112,50,256,410,22,B1,X,L,1,WARREN,A,2
B4-1-2-3,48,112,50,256,410,74,B1,X,L,1,WARREN,A,3
B4-1-2-4,48,112,50,256,410,126,B1,X,L,1,WARREN,A,4
B4-1-2-5,48,112,50,256,410,178,B1,X,L,1,WARREN,A,5
B4-1-3-1,48,112,50,308,410,-30,B1,X,L,1,WARREN,A,1
B4-1-3-2,48,112,50,308,410,22,B1,X,L,1,WARREN,A,2
B4-1-3-3,48,112,50,308,410,74,B1,X,L,1,WARREN,A,3
B4-1-3-4,48,112,50,308,410,126,B1,X,L,1,WARREN,A,4
B4-1-3-5,48,112,50,308,410,178,B1,X,L,1,WARREN,A,5
B4-1-4-1,48,112,50,360,410,-30,B1,X,L,1,WARREN,A,1
B4-1-4-2,48,112,50,360,410,22,B1,X,L,1,WARREN,A,2
B4-1-4-3,48,112,50,360,410,74,B1,X,L,1,WARREN,A,3
B4-1-4-4,48,112,50,360,410,126,B1,X,L,1,WARREN,A,4
B4-1-4-5,48,112,50,360,410,178,B1,X,L,1,WARREN,A,5
B4-1-1,48,112,50,412,410,-30,B1,X,L,1,WARREN,A,1
B4-1-2,48,112,50,412,410,22,B1,X,L,1,WARREN,A,2
B4-1-3,48,112,50,412,410,74,B1,X,L,1,WARREN,A,3
B4-1-4,48,112,50,412,410,126,B1,X,L,1,WARREN,A,4
B4-1-5,48,112,50,412,410,178,B1,X,L,1,WARREN,A,5
B4-2-1,48,112,50,464,410,-30,B1,X,L,1,WARREN,A,1
B4-2-2,48,112,50,464,410,22,B1,X,L,1,WARREN,A,2
B4-2-3,48,112,50,464,410,74,B1,X,L,1,WARREN,A,3
B4-2-4,48,112,50,464,410,126,B1,X,L,1,WARREN,A,4
B4-2-5,48,112,50,464,410,178,B1,X,L,1,WARREN,A,5
B4-3-1,48,112,50,516,410,-30,B1,X,L,1,WARREN,A,1
B4-3-2,48,112,50,516,410,22,B1,X,L,1,WARREN,A,2
B4-3-3,48,112,50,516,410,74,B1,X,L,1,WARREN,A,3
B4-3-4,48,112,50,516,410,126,B1,X,L,1,WARREN,A,4
B4-3-5,48,112,50,516,410,178,B1,X,L,1,WARREN,A,5
B5-1-1-1,48,112,50,206,530,-30,B1,X,L,1,WARREN,A,1
B5-1-1-2,48,112,50,206,530,22,B1,X,L,1,WARREN,A,2
B5-1-1-3,48,112,50,206,530,74,B1,X,L,1,WARREN,A,3
B5-1-1-4,48,112,50,206,530,126,B1,X,L,1,WARREN,A,4
B5-1-1-5,48,112,50,206,530,178,B1,X,L,1,WARREN,A,5
B5-1-2-1,48,112,50,256,530,-30,B1,X,L,1,WARREN,A,1
B5-1-2-2,48,112,50,256,530,22,B1,X,L,1,WARREN,A,2
B5-1-2-3,48,112,50,256,530,74,B1,X,L,1,WARREN,A,3
B5-1-2-4,48,112,50,256,530,126,B1,X,L,1,WARREN,A,4
B5-1-2-5,48,112,50,256,530,178,B1,X,L,1,WARREN,A,5
B5-1-3-1,48,112,50,308,530,-30,B1,X,L,1,WARREN,A,1
B5-1-3-2,48,112,50,308,530,22,B1,X,L,1,WARREN,A,2
B5-1-3-3,48,112,50,308,530,74,B1,X,L,1,WARREN,A,3
B5-1-3-4,48,112,50,308,530,126,B1,X,L,1,WARREN,A,4
B5-1-3-5,48,112,50,308,530,178,B1,X,L,1,WARREN,A,5
B5-1-4-1,48,112,50,360,530,-30,B1,X,L,1,WARREN,A,1
B5-1-4-2,48,112,50,360,530,22,B1,X,L,1,WARREN,A,2
B5-1-4-3,48,112,50,360,530,74,B1,X,L,1,WARREN,A,3
B5-1-4-4,48,112,50,360,530,126,B1,X,L,1,WARREN,A,4
B5-1-4-5,48,112,50,360,530,178,B1,X,L,1,WARREN,A,5
B5-1-1,48,112,50,412,530,-30,B1,X,L,1,WARREN,A,1
B5-1-2,48,112,50,412,530,22,B1,X,L,1,WARREN,A,2
B5-1-3,48,112,50,412,530,74,B1,X,L,1,WARREN,A,3
B5-1-4,48,112,50,412,530,126,B1,X,L,1,WARREN,A,4
B5-1-5,48,112,50,412,530,178,B1,X,L,1,WARREN,A,5
B5-2-1,48,112,50,464,530,-30,B1,X,L,1,WARREN,A,1
B5-2-2,48,112,50,464,530,22,B1,X,L,1,WARREN,A,2
B5-2-3,48,112,50,464,530,74,B1,X,L,1,WARREN,A,3
B5-2-4,48,112,50,464,530,126,B1,X,L,1,WARREN,A,4
B5-2-5,48,112,50,464,530,178,B1,X,L,1,WARREN,A,5
B5-3-1,48,112,50,516,530,-30,B1,X,L,1,WARREN,A,1
B5-3-2,48,112,50,516,530,22,B1,X,L,1,WARREN,A,2
B5-3-3,48,112,50,516,530,74,B1,X,L,1,WARREN,A,3
B5-3-4,48,112,50,516,530,126,B1,X,L,1,WARREN,A,4
B5-3-5,48,112,50,516,530,178,B1,X,L,1,WARREN,A,5
B6-1-1-1,48,112,50,206,650,-30,B1,X,L,1,WARREN,A,1
B6-1-1-2,48,112,50,206,650,22,B1,X,L,1,WARREN,A,2
B6-1-1-3,48,112,50,206,650,74,B1,X,L,1,WARREN,A,3
B6-1-1-4,48,112,50,206,650,126,B1,X,L,1,WARREN,A,4
B6-1-1-5,48,112,50,206,650,178,B1,X,L,1,WARREN,A,5
B6-1-2-1,48,112,50,256,650,-30,B1,X,L,1,WARREN,A,1
B6-1-2-2,48,112,50,256,650,22,B1,X,L,1,WARREN,A,2
B6-1-2-3,48,112,50,256,650,74,B1,X,L,1,WARREN,A,3
B6-1-2-4,48,112,50,256,650,126,B1,X,L,1,WARREN,A,4
B6-1-2-5,48,112,50,256,650,178,B1,X,L,1,WARREN,A,5
B6-1-3-1,48,112,50,308,650,-30,B1,X,L,1,WARREN,A,1
B6-1-3-2,48,112,50,308,650,22,B1,X,L,1,WARREN,A,2
B6-1-3-3,48,112,50,308,650,74,B1,X,L,1,WARREN,A,3
B6-1-3-4,48,112,50,308,650,126,B1,X,L,1,WARREN,A,4
B6-1-3-5,48,112,50,308,650,178,B1,X,L,1,WARREN,A,5
B6-1-4-1,48,112,50,360,650,-30,B1,X,L,1,WARREN,A,1
B6-1-4-2,48,112,50,360,650,22,B1,X,L,1,WARREN,A,2
B6-1-4-3,48,112,50,360,650,74,B1,X,L,1,WARREN,A,3
B6-1-4-4,48,112,50,360,650,126,B1,X,L,1,WARREN,A,4
B6-1-4-5,48,112,50,360,650,178,B1,X,L,1,WARREN,A,5
B6-1-1,48,112,50,412,650,-30,B1,X,L,1,WARREN,A,1
B6-1-2,48,112,50,412,650,22,B1,X,L,1,WARREN,A,2
B6-1-3,48,112,50,412,650,74,B1,X,L,1,WARREN,A,3
B6-1-4,48,112,50,412,650,126,B1,X,L,1,WARREN,A,4
B6-1-5,48,112,50,412,650,178,B1,X,L,1,WARREN,A,5
B6-2-1,48,112,50,464,650,-30,B1,X,L,1,WARREN,A,1
B6-2-2,48,112,50,464,650,22,B1,X,L,1,WARREN,A,2
B6-2-3,48,112,50,464,650,74,B1,X,L,1,WARREN,A,3
B6-2-4,48,112,50,464,650,126,B1,X,L,1,WARREN,A,4
B6-2-5,48,112,50,464,650,178,B1,X,L,1,WARREN,A,5
B6-3-1,48,112,50,516,650,-30,B1,X,L,1,WARREN,A,1
B6-3-2,48,112,50,516,650,22,B1,X,L,1,WARREN,A,2
B6-3-3,48,112,50,516,650,74,B1,X,L,1,WARREN,A,3
B6-3-4,48,112,50,516,650,126,B1,X,L,1,WARREN,A,4
B6-3-5,48,112,50,516,650,178,B1,X,L,1,WARREN,A,5
B7-1-1-1,48,112,50,206,770,-30,B1,X,L,1,WARREN,A,1
B7-1-1-2,48,112,50,206,770,22,B1,X,L,1,WARREN,A,2
B7-1-1-3,48,112,50,206,770,74,B1,X,L,1,WARREN,A,3
B7-1-1-4,48,112,50,206,770,126,B1,X,L,1,WARREN,A,4
B7-1-1-5,48,112,50,206,770,178,B1,X,L,1,WARREN,A,5
B7-1-2-1,48,112,50,256,770,-30,B1,X,L,1,WARREN,A,1
B7-1-2-2,48,112,50,256,770,22,B1,X,L,1,WARREN,A,2
B7-1-2-3,48,112,50,256,770,74,B1,X,L,1,WARREN,A,3
B7-1-2-4,48,112,50,256,770,126,B1,X,L,1,WARREN,A,4
B7-1-2-5,48,112,50,256,770,178,B1,X,L,1,WARREN,A,5
B7-1-3-1,48,112,50,308,770,-30,B1,X,L,1,WARREN,A,1
B7-1-3-2,48,112,50,308,770,22,B1,X,L,1,WARREN,A,2
B7-1-3-3,48,112,50,308,770,74,B1,X,L,1,WARREN,A,3
B7-1-3-4,48,112,50,308,770,126,B1,X,L,1,WARREN,A,4
B7-1-3-5,48,112,50,308,770,178,B1,X,L,1,WARREN,A,5
B7-1-4-1,48,112,50,360,770,-30,B1,X,L,1,WARREN,A,1
B7-1-4-2,48,112,50,360,770,22,B1,X,L,1,WARREN,A,2
B7-1-4-3,48,112,50,360,770,74,B1,X,L,1,WARREN,A,3
B7-1-4-4,48,112,50,360,770,126,B1,X,L,1,WARREN,A,4
B7-1-4-5,48,112,50,360,770,178,B1,X,L,1,WARREN,A,5
B7-1-1,48,112,50,412,770,-30,B1,X,L,1,WARREN,A,1
B7-1-2,48,112,50,412,770,22,B1,X,L,1,WARREN,A,2
B7-1-3,48,112,50,412,770,74,B1,X,L,1,WARREN,A,3
B7-1-4,48,112,50,412,770,126,B1,X,L,1,WARREN,A,4
B7-1-5,48,112,50,412,770,178,B1,X,L,1,WARREN,A,5
B7-2-1,48,112,50,464,770,-30,B1,X,L,1,WARREN,A,1
B7-2-2,48,112,50,464,770,22,B1,X,L,1,WARREN,A,2
B7-2-3,48,112,50,464,770,74,B1,X,L,1,WARREN,A,3
B7-2-4,48,112,50,464,770,126,B1,X,L,1,WARREN,A,4
B7-2-5,48,112,50,464,770,178,B1,X,L,1,WARREN,A,5
B7-3-1,48,112,50,516,770,-30,B1,X,L,1,WARREN,A,1
B7-3-2,48,112,50,516,770,22,B1,X,L,1,WARREN,A,2
B7-3-3,48,112,50,516,770,74,B1,X,L,1,WARREN,A,3
B7-3-4,48,112,50,516,770,126,B1,X,L,1,WARREN,A,4
B7-3-5,48,112,50,516,770,178,B1,X,L,1,WARREN,A,5
B8-1-1-1,48,112,50,206,890,-30,B1,X,L,1,WARREN,A,1
B8-1-1-2,48,112,50,206,890,22,B1,X,L,1,WARREN,A,2
B8-1-1-3,48,112,50,206,890,74,B1,X,L,1,WARREN,A,3
B8-1-1-4,48,112,50,206,890,126,B1,X,L,1,WARREN,A,4
B8-1-1-5,48,112,50,206,890,178,B1,X,L,1,WARREN,A,5
B8-1-2-1,48,112,50,256,890,-30,B1,X,L,1,WARREN,A,1
B8-1-2-2,48,112,50,256,890,22,B1,X,L,1,WARREN,A,2
B8-1-2-3,48,112,50,256,890,74,B1,X,L,1,WARREN,A,3
B8-1-2-4,48,112,50,256,890,126,B1,X,L,1,WARREN,A,4
B8-1-2-5,48,112,50,256,890,178,B1,X,L,1,WARREN,A,5
B8-1-3-1,48,112,50,308,890,-30,B1,X,L,1,WARREN,A,1
B8-1-3-2,48,112,50,308,890,22,B1,X,L,1,WARREN,A,2
B8-1-3-3,48,112,50,308,890,74,B1,X,L,1,WARREN,A,3
B8-1-3-4,48,112,50,308,890,126,B1,X,L,1,WARREN,A,4
B8-1-3-5,48,112,50,308,890,178,B1,X,L,1,WARREN,A,5
B8-1-4-1,48,112,50,360,890,-30,B1,X,L,1,WARREN,A,1
B8-1-4-2,48,112,50,360,890,22,B1,X,L,1,WARREN,A,2
B8-1-4-3,48,112,50,360,890,74,B1,X,L,1,WARREN,A,3
B8-1-4-4,48,112,50,360,890,126,B1,X,L,1,WARREN,A,4
B8-1-4-5,48,112,50,360,890,178,B1,X,L,1,WARREN,A,5
B8-1-1,48,112,50,412,890,-30,B1,X,L,1,WARREN,A,1
B8-1-2,48,112,50,412,890,22,B1,X,L,1,WARREN,A,2
B8-1-3,48,112,50,412,890,74,B1,X,L,1,WARREN,A,3
B8-1-4,48,112,50,412,890,126,B1,X,L,1,WARREN,A,4
B8-1-5,48,112,50,412,890,178,B1,X,L,1,WARREN,A,5
B8-2-1,48,112,50,464,890,-30,B1,X,L,1,WARREN,A,1
B8-2-2,48,112,50,464,890,22,B1,X,L,1,WARREN,A,2
B8-2-3,48,112,50,464,890,74,B1,X,L,1,WARREN,A,3
B8-2-4,48,112,50,464,890,126,B1,X,L,1,WARREN,A,4
B8-2-5,48,112,50,464,890,178,B1,X,L,1,WARREN,A,5
B8-3-1,48,112,50,516,890,-30,B1,X,L,1,WARREN,A,1
B8-3-2,48,112,50,516,890,22,B1,X,L,1,WARREN,A,2
B8-3-3,48,112,50,516,890,74,B1,X,L,1,WARREN,A,3
B8-3-4,48,112,50,516,890,126,B1,X,L,1,WARREN,A,4
B8-3-5,48,112,50,516,890,178,B1,X,L,1,WARREN,A,5
B9-1-1-1,48,112,50,206,1010,-30,B1,X,L,1,WARREN,A,1
B9-1-1-2,48,112,50,206,1010,22,B1,X,L,1,WARREN,A,2
B9-1-1-3,48,112,50,206,1010,74,B1,X,L,1,WARREN,A,3
B9-1-1-4,48,112,50,206,1010,126,B1,X,L,1,WARREN,A,4
B9-1-1-5,48,112,50,206,1010,178,B1,X,L,1,WARREN,A,5
B9-1-2-1,48,112,50,256,1010,-30,B1,X,L,1,WARREN,A,1
B9-1-2-2,48,112,50,256,1010,22,B1,X,L,1,WARREN,A,2
B9-1-2-3,48,112,50,256,1010,74,B1,X,L,1,WARREN,A,3
B9-1-2-4,48,112,50,256,1010,126,B1,X,L,1,WARREN,A,4
B9-1-2-5,48,112,50,256,1010,178,B1,X,L,1,WARREN,A,5
B9-1-3-1,48,112,50,308,1010,-30,B1,X,L,1,WARREN,A,1
B9-1-3-2,48,112,50,308,1010,22,B1,X,L,1,WARREN,A,2
B9-1-3-3,48,112,50,308,1010,74,B1,X,L,1,WARREN,A,3
B9-1-3-4,48,112,50,308,1010,126,B1,X,L,1,WARREN,A,4
B9-1-3-5,48,112,50,308,1010,178,B1,X,L,1,WARREN,A,5
B9-1-1,48,112,50,360,1010,-30,B1,X,L,1,WARREN,A,1
B9-1-2,48,112,50,360,1010,22,B1,X,L,1,WARREN,A,2
