LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
A31-5-3,48,112,50,958,3650,74,B1,X,L,1,WARREN,A,3
A31-5-4,48,112,50,958,3650,126,B1,X,L,1,WARREN,A,4
A31-5-5,48,112,50,958,3650,178,B1,X,L,1,WARREN,A,5
A32-1-1,48,112,50,750,3770,-30,B1,X,L,1,WARREN,A,1
A32-1-2,48,112,50,750,3770,22,B1,X,L,1,WARREN,A,2
A32-1-3,48,112,50,750,3770,74,B1,X,L,1,WARREN,A,3
A32-1-4,48,112,50,750,3770,126,B1,X,L,1,WARREN,A,4
A32-1-5,48,112,50,750,3770,178,B1,X,L,1,WARREN,A,5
A32-2-1,48,112,50,802,3770,-30,B1,X,L,1,WARREN,A,1
A32-2-2,48,112,50,802,3770,22,B1,X,L,1,WARREN,A,2
A32-2-3,48,112,50,802,3770,74,B1,X,L,1,WARREN,A,3
A32-2-4,48,112,50,802,3770,126,B1,X,L,1,WARREN,A,4
A32-2-5,48,112,50,802,3770,178,B1,X,L,1,WARREN,A,5
A32-3-1,48,112,50,854,3770,-30,B1,X,L,1,WARREN,A,1
A32-3-2,48,112,50,854,3770,22,B1,X,L,1,WARREN,A,2
A32-3-3,48,112,50,854,3770,74,B1,X,L,1,WARREN,A,3
A32-3-4,48,112,50,854,3770,126,B1,X,L,1,WARREN,A,4
A32-3-5,48,112,50,854,3770,178,B1,X,L,1,WARREN,A,5
A32-4-1,48,112,50,906,3770,-30,B1,X,L,1,WARREN,A,1
A32-4-2,48,112,50,906,3770,22,B1,X,L,1,WARREN,A,2
A32-4-3,48,112,50,906,3770,74,B1,X,L,1,WARREN,A,3
A32-4-4,48,112,50,906,3770,126,B1,X,L,1,WARREN,A,4
A32-4-5,48,112,50,906,3770,178,B1,X,L,1,WARREN,A,5
A32-5-1,48,112,50,958,3770,-30,B1,X,L,1,WARREN,A,1
A32-5-2,48,112,50,958,3770,22,B1,X,L,1,WARREN,A,2
A32-5-3,48,112,50,958,3770,74,B1,X,L,1,WARREN,A,3
A32-5-4,48,112,50,958,3770,126,B1,X,L,1,WARREN,A,4
A32-5-5,48,112,50,958,3770,178,B1,X,L,1,WARREN,A,5
A33-1-1,48,112,50,750,3890,-30,B1,X,L,1,WARREN,A,1
A33-1-2,48,112,50,750,3890,22,B1,X,L,1,WARREN,A,2
A33-1-3,48,112,50,750,3890,74,B1,X,L,1,WARREN,A,3
A33-1-4,48,112,50,750,3890,126,B1,X,L,1,WARREN,A,4
A33-1-5,48,112,50,750,3890,178,B1,X,L,1,WARREN,A,5
A33-2-1,48,112,50,802,3890,-30,B1,X,L,1,WARREN,A,1
A33-2-2,48,112,50,802,3890,22,B1,X,L,1,WARREN,A,2
A33-2-3,48,112,50,802,3890,74,B1,X,L,1,WARREN,A,3
A33-2-4,48,112,50,802,3890,126,B1,X,L,1,WARREN,A,4
A33-2-5,48,112,50,802,3890,178,B1,X,L,1,WARREN,A,5
A33-3-1,48,112,50,854,3890,-30,B1,X,L,1,WARREN,A,1
A33-3-2,48,112,50,854,3890,22,B1,X,L,1,WARREN,A,2
A33-3-3,48,112,50,854,3890,74,B1,X,L,1,WARREN,A,3
A33-3-4,48,112,50,854,3890,126,B1,X,L,1,WARREN,A,4
A33-3-5,48,112,50,854,3890,178,B1,X,L,1,WARREN,A,5
A33-4-1,48,112,50,906,3890,-30,B1,X,L,1,WARREN,A,1
A33-4-2,48,112,50,906,3890,22,B1,X,L,1,WARREN,A,2
A33-4-3,48,112,50,906,3890,74,B1,X,L,1,WARREN,A,3
A33-4-4,48,112,50,906,3890,126,B1,X,L,1,WARREN,A,4
A33-4-5,48,112,50,906,3890,178,B1,X,L,1,WARREN,A,5
A33-5-1,48,112,50,958,3890,-30,B1,X,L,1,WARREN,A,1
A33-5-2,48,112,50,958,3890,22,B1,X,L,1,WARREN,A,2
A33-5-3,48,112,50,958,3890,74,B1,X,L,1,WARREN,A,3
A33-5-4,48,112,50,958,3890,126,B1,X,L,1,WARREN,A,4
A33-5-5,48,112,50,958,3890,178,B1,X,L,1,WARREN,A,5
A34-1-1,48,112,50,750,4010,-30,B1,X,L,1,WARREN,A,1
A34-1-2,48,112,50,750,4010,22,B1,X,L,1,WARREN,A,2
A34-1-3,48,112,50,750,4010,74,B1,X,L,1,WARREN,A,3
A34-1-4,48,112,50,750,4010,126,B1,X,L,1,WARREN,A,4
A34-1-5,48,112,50,750,4010,178,B1,X,L,1,WARREN,A,5
A34-2-1,48,112,50,802,4010,-30,B1,X,L,1,WARREN,A,1
A34-2-2,48,112,50,802,4010,22,B1,X,L,1,WARREN,A,2
A34-2-3,48,112,50,802,4010,74,B1,X,L,1,WARREN,A,3
A34-2-4,48,112,50,802,4010,126,B1,X,L,1,WARREN,A,4
A34-2-5,48,112,50,802,4010,178,B1,X,L,1,WARREN,A,5
A34-3-1,48,112,50,854,4010,-30,B1,X,L,1,WARREN,A,1
A34-3-2,48,112,50,854,4010,22,B1,X,L,1,WARREN,A,2
A34-3-3,48,112,50,854,4010,74,B1,X,L,1,WARREN,A,3
A34-3-4,48,112,50,854,4010,126,B1,X,L,1,WARREN,A,4
A34-3-5,48,112,50,854,4010,178,B1,X,L,1,WARREN,A,5
A34-4-1,48,112,50,906,4010,-30,B1,X,L,1,WARREN,A,1
A34-4-2,48,112,50,906,4010,22,B1,X,L,1,WARREN,A,2
A34-4-3,48,112,50,906,4010,74,B1,X,L,1,WARREN,A,3
A34-4-4,48,112,50,906,4010,126,B1,X,L,1,WARREN,A,4
A34-4-5,48,112,50,906,4010,178,B1,X,L,1,WARREN,A,5
A34-5-1,48,112,50,958,4010,-30,B1,X,L,1,WARREN,A,1
A34-5-2,48,112,50,958,4010,22,B1,X,L,1,WARREN,A,2
A34-5-3,48,112,50,958,4010,74,B1,X,L,1,WARREN,A,3
A34-5-4,48,112,50,958,4010,126,B1,X,L,1,WARREN,A,4
A34-5-5,48,112,50,958,4010,178,B1,X,L,1,WARREN,A,5
C03-1-1,48,112,50,360,2450,-30,B1,X,L,1,WARREN,A,1
C03-1-2,48,112,50,360,2450,22,B1,X,L,1,WARREN,A,2
C03-1-3,48,112,50,360,2450,74,B1,X,L,1,WARREN,A,3
C03-1-4,48,112,50,360,2450,126,B1,X,L,1,WARREN,A,4
C03-1-5,48,112,50,360,2450,178,B1,X,L,1,WARREN,A,5
C03-2-1,48,112,50,412,2450,-30,B1,X,L,1,WARREN,A,1
C03-2-2,48,112,50,412,2450,22,B1,X,L,1,WARREN,A,2
C03-2-3,48,112,50,412,2450,74,B1,X,L,1,WARREN,A,3
C03-2-4,48,112,50,412,2450,126,B1,X,L,1,WARREN,A,4
C03-2-5,48,112,50,412,2450,178,B1,X,L,1,WARREN,A,5
C03-3-1,48,112,50,464,2450,-30,B1,X,L,1,WARREN,A,1
C03-3-2,48,112,50,464,2450,22,B1,X,L,1,WARREN,A,2
C03-3-3,48,112,50,464,2450,74,B1,X,L,1,WARREN,A,3
C03-3-4,48,112,50,464,2450,126,B1,X,L,1,WARREN,A,4
C03-3-5,48,112,50,464,2450,178,B1,X,L,1,WARREN,A,5
C02-1-1,48,112,50,206,2450,-30,B1,X,L,1,WARREN,A,1
C02-1-2,48,112,50,206,2450,22,B1,X,L,1,WARREN,A,2
C02-1-3,48,112,50,206,2450,74,B1,X,L,1,WARREN,A,3
C02-1-4,48,112,50,206,2450,126,B1,X,L,1,WARREN,A,4
C02-1-5,48,112,50,206,2450,178,B1,X,L,1,WARREN,A,5
C02-2-1,48,112,50,256,2450,-30,B1,X,L,1,WARREN,A,1
C02-2-2,48,112,50,256,2450,22,B1,X,L,1,WARREN,A,2
C02-2-3,48,112,50,256,2450,74,B1,X,L,1,WARREN,A,3
C02-2-4,48,112,50,256,2450,126,B1,X,L,1,WARREN,A,4
C02-2-5,48,112,50,256,2450,178,B1,X,L,1,WARREN,A,5
C02-3-1,48,112,50,308,2450,-30,B1,X,L,1,WARREN,A,1
C02-3-2,48,112,50,308,2450,22,B1,X,L,1,WARREN,A,2
C02-3-3,48,112,50,308,2450,74,B1,X,L,1,WARREN,A,3
C02-3-4,48,112,50,308,2450,126,B1,X,L,1,WARREN,A,4
C02-3-5,48,112,50,308,2450,178,B1,X,L,1,WARREN,A,5
C05-1-1,48,112,50,360,2570,-30,B1,X,L,1,WARREN,A,1
C05-1-2,48,112,50,360,2570,22,B1,X,L,1,WARREN,A,2
C05-1-3,48,112,50,360,2570,74,B1,X,L,1,WARREN,A,3
C05-1-4,48,112,50,360,2570,126,B1,X,L,1,WARREN,A,4
C05-1-5,48,112,50,360,2570,178,B1,X,L,1,WARREN,A,5
C05-2-1,48,112,50,412,2570,-30,B1,X,L,1,WARREN,A,1
C05-2-2,48,112,50,412,2570,22,B1,X,L,1,WARREN,A,2
C05-2-3,48,112,50,412,2570,74,B1,X,L,1,WARREN,A,3
C05-2-4,48,112,50,412,2570,126,B1,X,L,1,WARREN,A,4
C05-2-5,48,112,50,412,2570,178,B1,X,L,1,WARREN,A,5
C05-3-1,48,112,50,464,2570,-30,B1,X,L,1,WARREN,A,1
C05-3-2,48,112,50,464,2570,22,B1,X,L,1,WARREN,A,2
C05-3-3,48,112,50,464,2570,74,B1,X,L,1,WARREN,A,3
C05-3-4,48,112,50,464,2570,126,B1,X,L,1,WARREN,A,4
C05-3-5,48,112,50,464,2570,178,B1,X,L,1,WARREN,A,5
C04-1-1,48,112,50,206,2570,-30,B1,X,L,1,WARREN,A,1
C04-1-2,48,112,50,206,2570,22,B1,X,L,1,WARREN,A,2
C04-1-3,48,112,50,206,2570,74,B1,X,L,1,WARREN,A,3
C04-1-4,48,112,50,206,2570,126,B1,X,L,1,WARREN,A,4
C04-1-5,48,112,50,206,2570,178,B1,X,L,1,WARREN,A,5
C04-2-1,48,112,50,256,2570,-30,B1,X,L,1,WARREN,A,1
C04-2-2,48,112,50,256,2570,22,B1,X,L,1,WARREN,A,2
C04-2-3,48,112,50,256,2570,74,B1,X,L,1,WARREN,A,3
C04-2-4,48,112,50,256,2570,126,B1,X,L,1,WARREN,A,4
C04-2-5,48,112,50,256,2570,178,B1,X,L,1,WARREN,A,5
C04-3-1,48,112,50,308,2570,-30,B1,X,L,1,WARREN,A,1
C04-3-2,48,112,50,308,2570,22,B1,X,L,1,WARREN,A,2
C04-3-3,48,112,50,308,2570,74,B1,X,L,1,WARREN,A,3
C04-3-4,48,112,50,308,2570,126,B1,X,L,1,WARREN,A,4
C04-3-5,48,112,50,308,2570,178,B1,X,L,1,WARREN,A,5
C07-1-1,48,112,50,360,2690,-30,B1,X,L,1,WARREN,A,1
C07-1-2,48,112,50,360,2690,22,B1,X,L,1,WARREN,A,2
C07-1-3,48,112,50,360,2690,74,B1,X,L,1,WARREN,A,3
C07-1-4,48,112,50,360,2690,126,B1,X,L,1,WARREN,A,4
C07-1-5,48,112,50,360,2690,178,B1,X,L,1,WARREN,A,5
C07-2-1,48,112,50,412,2690,-30,B1,X,L,1,WARREN,A,1
C07-2-2,48,112,50,412,2690,22,B1,X,L,1,WARREN,A,2
C07-2-3,48,112,50,412,2690,74,B1,X,L,1,WARREN,A,3
C07-2-4,48,112,50,412,2690,126,B1,X,L,1,WARREN,A,4
C07-2-5,48,112,50,412,2690,178,B1,X,L,1,WARREN,A,5
C07-3-1,48,112,50,464,2690,-30,B1,X,L,1,WARREN,A,1
C07-3-2,48,112,50,464,2690,22,B1,X,L,1,WARREN,A,2
C07-3-3,48,112,50,464,2690,74,B1,X,L,1,WARREN,A,3
C07-3-4,48,112,50,464,2690,126,B1,X,L,1,WARREN,A,4
C07-3-5,48,112,50,464,2690,178,B1,X,L,1,WARREN,A,5
C06-1-1,48,112,50,206,2690,-30,B1,X,L,1,WARREN,A,1
C06-1-2,48,112,50,206,2690,22,B1,X,L,1,WARREN,A,2
C06-1-3,48,112,50,206,2690,74,B1,X,L,1,WARREN,A,3
C06-1-4,48,112,50,206,2690,126,B1,X,L,1,WARREN,A,4
C06-1-5,48,112,50,206,2690,178,B1,X,L,1,WARREN,A,5
C06-2-1,48,112,50,256,2690,-30,B1,X,L,1,WARREN,A,1
C06-2-2,48,112,50,256,2690,22,B1,X,L,1,WARREN,A,2
C06-2-3,48,112,50,256,2690,74,B1,X,L,1,WARREN,A,3
C06-2-4,48,112,50,256,2690,126,B1,X,L,1,WARREN,A,4
C06-2-5,48,112,50,256,2690,178,B1,X,L,1,WARREN,A,5
C06-3-1,48,112,50,308,2690,-30,B1,X,L,1,WARREN,A,1
C06-3-2,48,112,50,308,2690,22,B1,X,L,1,WARREN,A,2
C06-3-3,48,112,50,308,2690,74,B1,X,L,1,WARREN,A,3
C06-3-4,48,112,50,308,2690,126,B1,X,L,1,WARREN,A,4
C06-3-5,48,112,50,308,2690,178,B1,X,L,1,WARREN,A,5
A36-1-1,102,48,50,802,4300,0,B1,X,L,1,WARREN,A,1
A36-1-2,102,48,50,802,4300,70,B2,X,L,1,WARREN,A,2
A36-1-3,102,48,50,802,4300,140,B3,X,L,1,WARREN,A,3
A37-1-1,102,48,50,915,4300,0,B1,X,L,1,WARREN,A,1
A37-1-2,102,48,50,915,4300,70,B2,X,L,1,WARREN,A,2
A37-1-3,102,48,50,915,4300,140,B3,X,L,1,WARREN,A,3
A37-2-1,102,48,50,915,4360,0,B1,X,L,1,WARREN,A,1
A37-2-2,102,48,50,915,4360,70,B2,X,L,1,WARREN,A,2
A37-2-3,102,48,50,915,4360,140,B3,X,L,1,WARREN,A,3
S15,40,48,50,780,4360,0,B1,X,L,1,WARREN,A,1
S17,40,48,50,780,4360,70,B2,X,L,1,WARREN,A,2
S19,40,48,50,780,4360,140,B2,X,L,1,WARREN,A,3
S16,40,48,50,830,4360,0,B1,X,L,1,WARREN,A,1
S18,40,48,50,830,4360,70,B2,X,L,1,WARREN,A,2
S20,40,48,50,830,4360,140,B2,X,L,1,WARREN,A,3
N1,102,48,50,915,4420,0,B3,X,L,1,WARREN,A,1
N2,102,48,50,915,4480,0,B3,X,L,1,WARREN,A,1
N3,102,48,50,915,4540,0,B3,X,L,1,WARREN,A,1
N4,102,48,50,915,4600,0,B3,X,L,1,WARREN,A,1
N5,102,48,50,915,4420,70,B3,X,L,1,WARREN,A,1
N6,102,48,50,915,4480,70,B3,X,L,1,WARREN,A,1
N7,102,48,50,915,4540,70,B3,X,L,1,WARREN,A,1
N8,102,48,50,915,4600,70,B3,X,L,1,WARREN,A,1
B5-2-1-1,48,112,50,-90,530,-30,B1,X,L,1,WARREN,A,1
B5-2-1-2,48,112,50,-90,530,22,B1,X,L,1,WARREN,A,2
B5-2-1-3,48,112,50,-90,530,74,B1,X,L,1,WARREN,A,3
B5-2-1-4,48,112,50,-90,530,126,B1,X,L,1,WARREN,A,4
B5-2-1-5,48,112,50,-90,530,178,B1,X,L,1,WARREN,A,5
B5-2-2-1,48,112,50,-140,530,-30,B1,X,L,1,WARREN,A,1
B5-2-2-2,48,112,50,-140,530,22,B1,X,L,1,WARREN,A,2
B5-2-2-3,48,112,50,-140,530,74,B1,X,L,1,WARREN,A,3
B5-2-2-4,48,112,50,-140,530,126,B1,X,L,1,WARREN,A,4
B5-2-2-5,48,112,50,-140,530,178,B1,X,L,1,WARREN,A,5
B6-2-1-1,48,112,50,-90,650,-30,B1,X,L,1,WARREN,A,1
B6-2-1-2,48,112,50,-90,650,22,B1,X,L,1,WARREN,A,2
B6-2-1-3,48,112,50,-90,650,74,B1,X,L,1,WARREN,A,3
B6-2-1-4,48,112,50,-90,650,126,B1,X,L,1,WARREN,A,4
B6-2-1-5,48,112,50,-90,650,178,B1,X,L,1,WARREN,A,5
B6-2-2-1,48,112,50,-140,650,-30,B1,X,L,1,WARREN,A,1
B6-2-2-2,48,112,50,-140,650,22,B1,X,L,1,WARREN,A,2
B6-2-2-3,48,112,50,-140,650,74,B1,X,L,1,WARREN,A,3
B6-2-2-4,48,112,50,-140,650,126,B1,X,L,1,WARREN,A,4
B6-2-2-5,48,112,50,-140,650,178,B1,X,L,1,WARREN,A,5
B7-2-1-1,48,112,50,-90,770,-30,B1,X,L,1,WARREN,A,1
B7-2-1-2,48,112,50,-90,770,22,B1,X,L,1,WARREN,A,2
B7-2-1-3,48,112,50,-90,770,74,B1,X,L,1,WARREN,A,3
B7-2-1-4,48,112,50,-90,770,126,B1,X,L,1,WARREN,A,4
B7-2-1-5,48,112,50,-90,770,178,B1,X,L,1,WARREN,A,5
B7-2-2-1,48,112,50,-140,770,-30,B1,X,L,1,WARREN,A,1
B7-2-2-2,48,112,50,-140,770,22,B1,X,L,1,WARREN,A,2
B7-2-2-3,48,112,50,-140,770,74,B1,X,L,1,WARREN,A,3
B7-2-2-4,48,112,50,-140,770,126,B1,X,L,1,WARREN,A,4
B7-2-2-5,48,112,50,-140,770,178,B1,X,L,1,WARREN,A,5
B8-2-1-1,48,112,50,-90,890,-30,B1,X,L,1,WARREN,A,1
B8-2-1-2,48,112,50,-90,890,22,B1,X,L,1,WARREN,A,2
B8-2-1-3,48,112,50,-90,890,74,B1,X,L,1,WARREN,A,3
B8-2-1-4,48,112,50,-90,890,126,B1,X,L,1,WARREN,A,4
B8-2-1-5,48,112,50,-90,890,178,B1,X,L,1,WARREN,A,5
B8-2-2-1,48,112,50,-140,890,-30,B1,X,L,1,WARREN,A,1
B8-2-2-2,48,112,50,-140,890,22,B1,X,L,1,WARREN,A,2
B8-2-2-3,48,112,50,-140,890,74,B1,X,L,1,WARREN,A,3
B8-2-2-4,48,112,50,-140,890,126,B1,X,L,1,WARREN,A,4
B8-2-2-5,48,112,50,-140,890,178,B1,X,L,1,WARREN,A,5
B9-2-1-1,48,112,50,-90,1010,-30,B1,X,L,1,WARREN,A,1
B9-2-1-2,48,112,50,-90,1010,22,B1,X,L,1,WARREN,A,2
B9-2-1-3,48,112,50,-90,1010,74,B1,X,L,1,WARREN,A,3
B9-2-1-4,48,112,50,-90,1010,126,B1,X,L,1,WARREN,A,4
B9-2-1-5,48,112,50,-90,1010,178,B1,X,L,1,WARREN,A,5
B9-2-2-1,48,112,50,-140,1010,-30,B1,X,L,1,WARREN,A,1
B9-2-2-2,48,112,50,-140,1010,22,B1,X,L,1,WARREN,A,2
B9-2-2-3,48,112,50,-140,1010,74,B1,X,L,1,WARREN,A,3
B9-2-2-4,48,112,50,-140,1010,126,B1,X,L,1,WARREN,A,4
B9-2-2-5,48,112,50,-140,1010,178,B1,X,L,1,WARREN,A,5
B10-2-1-1,48,112,50,-90,1130,-30,B1,X,L,1,WARREN,A,1
B10-2-1-2,48,112,50,-90,1130,22,B1,X,L,1,WARREN,A,2
B10-2-1-3,48,112,50,-90,1130,74,B1,X,L,1,WARREN,A,3
B10-2-1-4,48,112,50,-90,1130,126,B1,X,L,1,WARREN,A,4
B10-2-1-5,48,112,50,-90,1130,178,B1,X,L,1,WARREN,A,5
B10-2-2-1,48,112,50,-140,1130,-30,B1,X,L,1,WARREN,A,1
B10-2-2-2,48,112,50,-140,1130,22,B1,X,L,1,WARREN,A,2
B10-2-2-3,48,112,50,-140,1130,74,B1,X,L,1,WARREN,A,3
B10-2-2-4,48,112,50,-140,1130,126,B1,X,L,1,WARREN,A,4
B10-2-2-5,48,112,50,-140,1130,178,B1,X,L,1,WARREN,A,5
B11-2-1-1,48,112,50,-90,1250,-30,B1,X,L,1,WARREN,A,1
B11-2-1-2,48,112,50,-90,1250,22,B1,X,L,1,WARREN,A,2
B11-2-1-3,48,112,50,-90,1250,74,B1,X,L,1,WARREN,A,3
B11-2-1-4,48,112,50,-90,1250,126,B1,X,L,1,WARREN,A,4
B11-2-1-5,48,112,50,-90,1250,178,B1,X,L,1,WARREN,A,5
B11-2-2-1,48,112,50,-140,1250,-30,B1,X,L,1,WARREN,A,1
B11-2-2-2,48,112,50,-140,1250,22,B1,X,L,1,WARREN,A,2
B11-2-2-3,48,112,50,-140,1250,74,B1,X,L,1,WARREN,A,3
B11-2-2-4,48,112,50,-140,1250,126,B1,X,L,1,WARREN,A,4
B11-2-2-5,48,112,50,-140,1250,178,B1,X,L,1,WARREN,A,5
B12-2-1-1,48,112,50,-90,1370,-30,B1,X,L,1,WARREN,A,1
B12-2-1-2,48,112,50,-90,1370,22,B1,X,L,1,WARREN,A,2
B12-2-1-3,48,112,50,-90,1370,74,B1,X,L,1,WARREN,A,3
B12-2-1-4,48,112,50,-90,1370,126,B1,X,L,1,WARREN,A,4
B12-2-1-5,48,112,50,-90,1370,178,B1,X,L,1,WARREN,A,5
B12-2-2-1,48,112,50,-140,1370,-30,B1,X,L,1,WARREN,A,1
B12-2-2-2,48,112,50,-140,1370,22,B1,X,L,1,WARREN,A,2
B12-2-2-3,48,112,50,-140,1370,74,B1,X,L,1,WARREN,A,3
B12-2-2-4,48,112,50,-140,1370,126,B1,X,L,1,WARREN,A,4
B12-2-2-5,48,112,50,-140,1370,178,B1,X,L,1,WARREN,A,5
B13-2-1-1,48,112,50,-90,1490,-30,B1,X,L,1,WARREN,A,1
B13-2-1-2,48,112,50,-90,1490,22,B1,X,L,1,WARREN,A,2
B13-2-1-3,48,112,50,-90,1490,74,B1,X,L,1,WARREN,A,3
B13-2-1-4,48,112,50,-90,1490,126,B1,X,L,1,WARREN,A,4
B13-2-1-5,48,112,50,-90,1490,178,B1,X,L,1,WARREN,A,5
B13-2-2-1,48,112,50,-140,1490,-30,B1,X,L,1,WARREN,A,1
B13-2-2-2,48,112,50,-140,1490,22,B1,X,L,1,WARREN,A,2
B13-2-2-3,48,112,50,-140,1490,74,B1,X,L,1,WARREN,A,3
B13-2-2-4,48,112,50,-140,1490,126,B1,X,L,1,WARREN,A,4
B13-2-2-5,48,112,50,-140,1490,178,B1,X,L,1,WARREN,A,5
B14-2-1-1,48,112,50,-90,1610,-30,B1,X,L,1,WARREN,A,1
B14-2-1-2,48,112,50,-90,1610,22,B1,X,L,1,WARREN,A,2
B14-2-1-3,48,112,50,-90,1610,74,B1,X,L,1,WARREN,A,3
B14-2-1-4,48,112,50,-90,1610,126,B1,X,L,1,WARREN,A,4
B14-2-1-5,48,112,50,-90,1610,178,B1,X,L,1,WARREN,A,5
B14-2-2-1,48,112,50,-140,1610,-30,B1,X,L,1,WARREN,A,1
B14-2-2-2,48,112,50,-140,1610,22,B1,X,L,1,WARREN,A,2
B14-2-2-3,48,112,50,-140,1610,74,B1,X,L,1,WARREN,A,3
B14-2-2-4,48,112,50,-140,1610,126,B1,X,L,1,WARREN,A,4
B14-2-2-5,48,112,50,-140,1610,178,B1,X,L,1,WARREN,A,5
B15-2-1-1,48,112,50,-90,1730,-30,B1,X,L,1,WARREN,A,1
B15-2-1-2,48,112,50,-90,1730,22,B1,X,L,1,WARREN,A,2
B15-2-1-3,48,112,50,-90,1730,74,B1,X,L,1,WARREN,A,3
B15-2-1-4,48,112,50,-90,1730,126,B1,X,L,1,WARREN,A,4
B15-2-1-5,48,112,50,-90,1730,178,B1,X,L,1,WARREN,A,5
B15-2-2-1,48,112,50,-140,1730,-30,B1,X,L,1,WARREN,A,1
B15-2-2-2,48,112,50,-140,1730,22,B1,X,L,1,WARREN,A,2
B15-2-2-3,48,112,50,-140,1730,74,B1,X,L,1,WARREN,A,3
B15-2-2-4,48,112,50,-140,1730,126,B1,X,L,1,WARREN,A,4
B15-2-2-5,48,112,50,-140,1730,178,B1,X,L,1,WARREN,A,5
B16-2-1-1,48,112,50,-90,1850,-30,B1,X,L,1,WARREN,A,1
B16-2-1-2,48,112,50,-90,1850,22,B1,X,L,1,WARREN,A,2
B16-2-1-3,48,112,50,-90,1850,74,B1,X,L,1,WARREN,A,3
B16-2-1-4,48,112,50,-90,1850,126,B1,X,L,1,WARREN,A,4
B16-2-1-5,48,112,50,-90,1850,178,B1,X,L,1,WARREN,A,5
B16-2-2-1,48,112,50,-140,1850,-30,B1,X,L,1,WARREN,A,1
B16-2-2-2,48,112,50,-140,1850,22,B1,X,L,1,WARREN,A,2
B16-2-2-3,48,112,50,-140,1850,74,B1,X,L,1,WARREN,A,3
B16-2-2-4,48,112,50,-140,1850,126,B1,X,L,1,WARREN,A,4
B16-2-2-5,48,112,50,-140,1850,178,B1,X,L,1,WARREN,A,5
D1-1-1,48,112,50,-90,2570,-30,B1,X,L,1,WARREN,A,1
D1-1-2,48,112,50,-90,2570,22,B1,X,L,1,WARREN,A,2
D1-1-3,48,112,50,-90,2570,74,B1,X,L,1,WARREN,A,3
D1-1-4,48,112,50,-90,2570,126,B1,X,L,1,WARREN,A,4
D1-1-5,48,112,50,-90,2570,178,B1,X,L,1,WARREN,A,5
D1-2-1,48,112,50,-140,2570,-30,B1,X,L,1,WARREN,A,1
D1-2-2,48,112,50,-140,2570,22,B1,X,L,1,WARREN,A,2
D1-2-3,48,112,50,-140,2570,74,B1,X,L,1,WARREN,A,3
D1-2-4,48,112,50,-140,2570,126,B1,X,L,1,WARREN,A,4
D1-2-5,48,112,50,-140,2570,178,B1,X,L,1,WARREN,A,5
